round	clue_value	daily_double_value	category	comments	question	answer	air_date	notes
1	200	0	STARTS & ENDS WITH "T\"		It controls the temperature in your house	a thermostat	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
1	400	0	STARTS & ENDS WITH "T\"		A small piece of food, or a small juicy piece of gossip	a tidbit	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
1	800	0	STARTS & ENDS WITH "T\"		This violent windstorm is sometimes found "in a teacup\"	a tempest	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
1	1000	0	STARTS & ENDS WITH "T\"		Joel Osteen's résumé includes author, pastor & this 13-letter word	televangelist	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	400	0	HISTORY OF THE AMERICAS		This empire of the Andes had some 25,000 miles of roads & a relay system that was like the Pony Express but on foot	the Inca	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	800	0	HISTORY OF THE AMERICAS		Canada's biggest city, Toronto once had this name, in honor of the same noble title as the USA's biggest city	York	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	1200	0	HISTORY OF THE AMERICAS		In 1590 one of the only traces of the "Lost Colony" on this island off North Carolina was the word "Croatoan" carved on wood	Roanoke	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	1600	3600	HISTORY OF THE AMERICAS		In 1899 an intl. ruling gave the oil-rich Essequibo region to Britain; now it's part of this country & some Venezuelans covet it	Guyana	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	2000	0	HISTORY OF THE AMERICAS		El Pípila is the nickname of a Mexican folk hero who was said to have aided this revolutionary priest in 1810	Miguel Hidalgo y Costilla	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	400	0	11-LETTER WORDS		Let's horse around on this far straightaway on an oval racecourse; it might also be a way to limber up your lumbar region	the backstretch	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	800	0	11-LETTER WORDS		Keep up! The son of your brother's child is this relationship to you, old-timer	great nephew (grandnephew)	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	1200	0	11-LETTER WORDS		A college football player normally gets 5 years of it, & can compete in 4 seasons	eligibility	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	1600	0	11-LETTER WORDS		Flammable, but with 2 more letters, & if you even think of saying inflammable, I'm coming over there	combustible	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	2000	0	11-LETTER WORDS		It's—sob!—an 11-letter word for weeping, or the secretion of tears	lacrimation	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	400	0	SCIENTISTS		Marine biologist Sylvia Earle's work with these creatures was documented in the film "Gentle Giants of the Pacific\"	humpback whales	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	800	0	SCIENTISTS		Captain Robert FitzRoy had doubts inviting this naturalist aboard an 1831 voyage due to the shape of his nose	Darwin	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	1200	9200	SCIENTISTS		In 1843 this genetics pioneer awoke & found himself transformed into a novice in an Augustinian monastery in Brno	(Gregor) Mendel	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	1600	0	SCIENTISTS		Cecilia Payne-Gaposchkin discovered that stars are made primarily of these 2 elements	hydrogen & helium	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	2000	0	SCIENTISTS		Born into freedom in Maryland, this surveyor & astronomer successfully calculated a solar eclipse in 1789	(Benjamin) Banneker	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	400	0	PAINT, BY NUMBERS		In 2015 "Nafea Faa Ipoipo (When Will You Marry?)", his 1892 oil painting, sold for more than $200 million	Gauguin	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	800	0	PAINT, BY NUMBERS		In 2011 a portrait of surrealist poet Paul Éluard by this Spaniard sold for more than $21 million	Dalí	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	1200	0	PAINT, BY NUMBERS		Nature can be expensive! In 2014 "Jimson Weed/White Flower No. 1" by this New Mexico woman went for $44.4 million	Georgia O'Keeffe	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	1600	0	PAINT, BY NUMBERS		In 2022 "Empire of Light" set a record for a canvas by this 20th century Belgian artist: almost $80 million, including fees	Magritte	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	2000	0	PAINT, BY NUMBERS		Looted by Nazis, "The Father", a 1911 work by this Russian Empire-born painter, got $7.4 million for the rightful heirs in 2022	Chagall	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	400	0	MIL. ABBREV.		AWOL: i.e., not where you're supposed to be	absent without leave	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	800	0	MIL. ABBREV.		LZ: Another name for an airfield	landing zone	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	1200	0	MIL. ABBREV.		XO: He's second in command to the CO	executive officer	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	1600	0	MIL. ABBREV.		OCS: If you graduate from this, expect to be ready to lead	Officer Candidate School	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	2000	0	MIL. ABBREV.		MOS: It's what your job is	military occupational specialty	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	400	0	WILLIAM BLAKE IN POP CULTURE		The title of this band's album, "Songs of Innocence", references a Blake poetry collection	U2	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	800	0	WILLIAM BLAKE IN POP CULTURE		The name of this band fronted by Jim Morrison comes from a Blake passage via Aldous Huxley	The Doors	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	1200	0	WILLIAM BLAKE IN POP CULTURE		Replicant Roy Batty adapts a passage from Blake's book "America, a Prophecy" in this futuristic film set in 2019 Los Angeles	Blade Runner	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	1600	0	WILLIAM BLAKE IN POP CULTURE		A chapter that follows Rorschach in this graphic novel draws inspiration from William Blake's poem "The Tyger\"	the Watchmen	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
2	2000	0	WILLIAM BLAKE IN POP CULTURE		Francis Dolarhyde is obsessed with a Blake painting in "Red Dragon" by this author	Thomas Harris	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
3	0	0	FROM THE FRENCH		With murder, shadows, a nosy reporter & Peter Lorre, 1940's "Stranger on the Third Floor" is the first example of this, some say	film noir	2024-01-03	2023-2024 Second Chance competition week 3, semifinal game 2.
1	200	0	ALL ABOUT AUTHORS		In 1836 she married theologian Calvin Stowe, who encouraged her writing, saying she "must be a literary woman\"	Harriet Beecher Stowe	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	400	0	ALL ABOUT AUTHORS		Childhood pal Harper Lee served as his researcher when he was working on "In Cold Blood\"	Truman Capote	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	600	0	ALL ABOUT AUTHORS		Before writing "The Hunger Games", she wrote for children's TV shows, including "Clarissa Explains It All\"	(Suzanne) Collins	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	800	1200	ALL ABOUT AUTHORS		This 19th century author of adventure novels suffered from tuberculosis & moved to the South Seas for his health, dying in Samoa	Robert Louis Stevenson	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	1000	0	ALL ABOUT AUTHORS		Some say the phrase, "Keeping up with the Joneses" refers to the family of this upper-class author of "The House of Mirth\"	(Edith) Wharton (born Edith Jones)	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	200	0	WHICH CABINET DEPARTMENT?		The Bureau of Consular Affairs	State	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	400	0	WHICH CABINET DEPARTMENT?		The Federal Motor Carrier Safety Administration	Transportation	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	600	0	WHICH CABINET DEPARTMENT?		The Office of Child Support Services	Health & Human Services	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	800	0	WHICH CABINET DEPARTMENT?		The Minority Business Development Agency	Commerce	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	1000	0	WHICH CABINET DEPARTMENT?		The Food & Nutrition Service (The myplate.gov folks)	Agriculture	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	200	0	LANGUAGES & THEIR FORMS		This language of Belgium is more or less a softer-sounding Dutch	Flemish	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	400	0	LANGUAGES & THEIR FORMS		Standard Italian is based on the variant of Tuscan spoken in this city on the Arno River	Florence	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	600	0	LANGUAGES & THEIR FORMS		More than 20 languages spoken by indigenous people in Guatemala originated from this language	Mayan	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	800	0	LANGUAGES & THEIR FORMS		In this British dependency, Llanito, a mix of Spanish & English, is spoken in addition to English	Gibraltar	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	1000	0	LANGUAGES & THEIR FORMS		The Zealandic dialect is spoken in this country's capital, while Jutlandic is spoken in the continental part of the nation	Denmark	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	200	0	I SENSE SOME NEGATIVITY		Legally, you can be held in this & language-ly, you can be "dripping with" it	contempt	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	400	0	I SENSE SOME NEGATIVITY		\"Bh" is a somewhat unusual combo of letters within a word, but this synonym for detest has it	abhor	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	600	0	I SENSE SOME NEGATIVITY		\"Day of the Woman" was the original title of the 1978 film "I" do this "on Your Grave\"	Spit	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	800	0	I SENSE SOME NEGATIVITY		As a verb, it can mean to blaspheme; as a noun, a calling to a deity to bring evil to a foe	curse	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	1000	0	I SENSE SOME NEGATIVITY		Add an "E" to the end of a word for reluctant & you get this word meaning to despise	loathe	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	200	0	GAME SHOW		There are 15 multiple-choice questions to answer to win the top prize on this game show; would you like to ask the host?	Who Wants to Be a Millionaire	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	400	0	GAME SHOW		If you don't know that Anne Robinson hosted U.S. & U.K. versions of this game show, then good-bye!	The Weakest Link	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	600	0	GAME SHOW		In 1959 this show with contestants from higher ed had "GE" in the title; more recently, "Capital One\"	College Bowl	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	800	0	GAME SHOW		In 2020, this former "SNL" cast member began hosting a new version of "Supermarket Sweep\"	Leslie Jones	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	1000	0	GAME SHOW		This popular disc-dropping game on "The Price Is Right" is a variation of a pinball game of Asia	Plinko	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	200	0	OF THRONES		Howard Carter wrote, "The throne" of this king "was the most beautiful thing that has yet been found in Egypt\"	Tutankhamun	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	400	0	OF THRONES		It's said the statue of this deity at Olympia sat upon a royal throne while holding a scepter & the goddess of victory in his hands	Zeus	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	600	0	OF THRONES		The Byzantine throne named for this wise biblical king had lion & singing bird automata & may have even levitated	Solomon	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	800	0	OF THRONES		A marble throne in the Palatine Chapel of Aachen bears the name of this king of the Franks who died in 814	Charlemagne	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
1	1000	0	OF THRONES		A fancy-looking bird is in the name of this golden throne that was built for the emperor Shah Jahan in the 17th century	a Peacock (Throne)	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
2	400	0	STATE CAPITALS OF INDIA		The most populous city in India, this capital of Maharashtra state is also home to the country's leading stock exchange	Mumbai	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
2	800	0	STATE CAPITALS OF INDIA		Formerly Calcutta, Kolkata is capital of "West" this state; the "East" part became its own country in 1971	Bengal	2024-01-04	2023-2024 Second Chance competition week 3, semifinal game 3.
